Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
MagIciaNGTAO_leetcode,org.mingtaoz.a9.dp,CoinsInALineTest,testCoinsInALine1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.heap,HeapTest,testHeapify3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.heap,HeapTest,testHeapify2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.heap,HeapTest,testHeapify1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,EditDistanceTest,testMinDistance1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,EditDistanceTest,testMinDistance2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,EditDistanceTest,testMinDistance3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,EditDistanceTest,testMinDistance4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,EditDistanceTest,testMinDistance5,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,EditDistanceTest,testMinDistance6,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,EditDistanceTest,testMinDistance7,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,LongestPalindromicSubstringTest,testReverseWordsInString2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,LongestPalindromicSubstringTest,testReverseWordsInString1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,MinimumWindowSubstringTest,testMinWindow3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,MinimumWindowSubstringTest,testMinWindow2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,MinimumWindowSubstringTest,testMinWindow1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,MultiplyStringTest,testMultiplyString5,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,MultiplyStringTest,testMultiplyString4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,MultiplyStringTest,testMultiplyString3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,MultiplyStringTest,testMultiplyString2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,MultiplyStringTest,testMultiplyString1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ParentheseTest,testGenerateParenthesis2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ParentheseTest,testGenerateParenthesis1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ParentheseTest,testReverseWordsInString6,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ParentheseTest,testReverseWordsInString5,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ParentheseTest,testReverseWordsInString4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ParentheseTest,testReverseWordsInString3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ParentheseTest,testReverseWordsInString2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ParentheseTest,testReverseWordsInString1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,RepeatedDNASequencesTest,testMinDistance1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ReverseWordsInStringTest,testReverseWordsInString1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ReverseWordsInStringTest,testReverseWordsInString2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ReverseWordsInStringTest,testReverseWordsInString3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ShortestPalindromeTest,test4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ShortestPalindromeTest,test3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ShortestPalindromeTest,test2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ShortestPalindromeTest,test1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SimplifyPathTest,testSimplifyPath13,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SimplifyPathTest,testSimplifyPath12,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SimplifyPathTest,testSimplifyPath11,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SimplifyPathTest,testSimplifyPath10,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SimplifyPathTest,testSimplifyPath9,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SimplifyPathTest,testSimplifyPath8,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SimplifyPathTest,testSimplifyPath7,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SimplifyPathTest,testSimplifyPath6,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SimplifyPathTest,testSimplifyPath5,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SimplifyPathTest,testSimplifyPath4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SimplifyPathTest,testSimplifyPath3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SimplifyPathTest,testSimplifyPath2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SimplifyPathTest,testSimplifyPath1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,StrStrTest,testStrStr5,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,StrStrTest,testStrStr4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,StrStrTest,testStrStr3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,StrStrTest,testStrStr2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,StrStrTest,testStrStr1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SubstringwithConcatenationofAllWordsTest,testReverseWordsInString6,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SubstringwithConcatenationofAllWordsTest,testReverseWordsInString5,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SubstringwithConcatenationofAllWordsTest,testReverseWordsInString4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SubstringwithConcatenationofAllWordsTest,testReverseWordsInString3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SubstringwithConcatenationofAllWordsTest,testReverseWordsInString2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,SubstringwithConcatenationofAllWordsTest,testReverseWordsInString1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,TextJustificationTest,testFullJustify2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,TextJustificationTest,testFullJustify1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,TrieTest,testTrie1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString23,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString22,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString20,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString19,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString18,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString17,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString16,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString15,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString14,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString13,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString12,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString11,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString10,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString9,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString8,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString7,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString6,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString5,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,ValidNumberTest,testReverseWordsInString1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,WordBreakTest,testReverseWordsInString1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.string,WordBreakTest,testReverseWordsInString2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testPostorderTraversal1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testUpsideDownBinaryTree3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testUpsideDownBinaryTree2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testUpsideDownBinaryTree1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testPostorderTraversal2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testSumNumbers1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testMaxPathSum1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testMaxPathSum2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testMaxPathSum3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testMaxPathSum4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testMaxPathSum5,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testMaxPathSum6,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testHasPathSum,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testPathSum,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testIsBalanced1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testIsBalanced2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testBuildTree1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testBuildTree2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testBuildTree21,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testBuildTree22,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testRecoverTree1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testRecoverTree3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testRecoverTree4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testInorderTraversal,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testNumTrees1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.a9.tree,BinaryTreeTest,testRightSideView,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testSearchRange1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testPlusOne2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testPlusOne1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testFindMinIndex1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testFindMinIndex2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testFindMinIndex3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testFindMinIndex4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testFindMinIndex5,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testFindMinIndex6,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testSearchn1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testSearchn,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testSearchn2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testSearch0,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testSearch1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testSearch4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testSearch2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testSearch3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testSearch6,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testSearch10,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testSearch7,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testSearch8,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testSearch9,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testSearch11,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testSearch12,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testMerge1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testMerge2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testMerge3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testMoveAToRight1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,ArraysTest,testMerge4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,FindMinimumInRotatedSortedArrayTest,testFindMin4,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,FindMinimumInRotatedSortedArrayTest,testFindMin3,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,FindMinimumInRotatedSortedArrayTest,testFindMin2,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
MagIciaNGTAO_leetcode,org.mingtaoz.leetcode.array,FindMinimumInRotatedSortedArrayTest,testFindMin1,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
